pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-1286 b,Kepler-1286,1,1,2016,11.25402929,0.0991,2.43,,,,0,147.13,888,,5995,1.12,1.02,4.35,1354.46
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685909,0.1001,1.48,,,,0,102.05,811,,6032,0.93,1.01,4.51,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,,,1.427,,,,,78.16,,,5550,0.94,,,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47686484,,,,,,,,,,5702,0.92,1.02,4.52,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685263,0.0976,1.58,,,,0,94.94,796,,5550,1.03,0.94,4.38,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685909,0.1001,1.48,,,,0,102.05,811,,6032,0.93,1.01,4.51,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685909,,1.54,,,,,,,,5715,0.94,0.96,4.48,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685,0.101,1.4,,,,0,,818,,6037,0.95,1.04,4.5,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685263,,,,,,,,,,5702,0.92,1.02,4.52,1003.26
Kepler-1287 b,Kepler-1287,1,1,2016,11.47685909,0.1001,1.48,,,,0,102.05,811,,6032,0.93,1.01,4.51,1003.26
Kepler-1288 b,Kepler-1288,1,1,2016,2.76102525,,,,,,,,,,6499.39,1.59,,,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.7612237,0.0435,1.84,,,,0,3906.36,2017,,6381,2.23,1.44,3.9,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.76122421,0.0435,1.88,,,,0,3906.36,2016,,6381,2.23,1.44,3.9,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.76122421,0.0435,1.88,,,,0,3906.36,2016,,6381,2.23,1.44,3.9,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.76122421,0.0435,1.88,,,,0,3906.36,2016,,6381,2.23,1.44,3.9,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.76122421,,1.12,,,,,,,,6132,1.29,1.2,4.29,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.7612237,,,,,,,,,,6499.39,1.59,,,814.078
Kepler-1288 b,Kepler-1288,1,1,2016,2.76121,0.039,1.31,,,,0,,1413,,6030,1.1,1.05,4.38,814.078
Kepler-1289 b,Kepler-1289,1,1,2016,7.99019627,0.077,1.15,,,,0,138.65,875,,5933,0.86,0.95,4.55,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99022379,,,,,,,,,,5741.21,1.22,1.03,4.28,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,,,1.54,,,,,223.44,,,5696,1.21,,,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.990251,0.079,1.58,,,,0,,895,,5956,0.92,1.02,4.52,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99019627,0.077,1.15,,,,0,138.65,875,,5933,0.86,0.95,4.55,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99034651,,,,,,,,,,5741.21,1.22,1.03,4.28,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99022379,0.0785,1.97,,,,0,361.73,1113,,5689,1.54,1.01,4.07,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99019627,0.077,1.15,,,,0,138.65,875,,5933,0.86,0.95,4.55,1053.57
Kepler-1289 b,Kepler-1289,1,1,2016,7.99019627,,1.52,,,,,,,,6080,1.17,1.1,4.35,1053.57
Kepler-1290 b,Kepler-1290,1,1,2016,4.69500134,0.0557,1.52,,,,0,343.6,1098,,5999,0.96,1.04,4.49,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69505576,0.0557,1.49,,,,0,343.6,1098,,5999,0.96,1.04,4.49,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69500134,,1.42,,,,,,,,5660,0.93,0.95,4.49,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69520223,,,,,,,,,,5628,1.14,1,4.33,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69500134,0.0557,1.52,,,,0,343.6,1098,,5999,0.96,1.04,4.49,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.695153,0.055,1.65,,,,0,,1079,,5969,0.92,1.03,4.52,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,,,1.688,,,,,443.22,,,6000,1.09,,,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69500134,0.0557,1.52,,,,0,343.6,1098,,5999,0.96,1.04,4.49,1593.7
Kepler-1290 b,Kepler-1290,1,1,2016,4.69505576,,,,,,,,,,5628,1.14,1,4.33,1593.7
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043891,,,,,,,,,,5083,0.75,0.85,4.61,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043276,0.0778,1.57,,,,0,71.1,741,,5354,0.77,0.85,4.6,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,,,1.347,,,,,62.82,,,5346,0.72,,,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.62989,0.078,1.39,,,,0,,733,,5342,0.76,0.86,4.61,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63050092,,,,,,,,,,5083,0.75,0.85,4.61,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043276,0.0778,1.57,,,,0,71.1,741,,5354,0.77,0.85,4.6,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043276,0.0778,1.57,,,,0,71.1,741,,5354,0.77,0.85,4.6,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63043276,,1.66,,,,,,,,5216,0.8,0.84,4.56,897.352
Kepler-1291 b,Kepler-1291,1,1,2016,8.63050092,0.0779,1.43,,,,0,70.63,739,,5352,0.76,0.86,4.6,897.352
Kepler-1292 b,Kepler-1292,1,1,2016,3.27646405,0.0444,1.9,,,,0,486.72,1198,,5825,0.96,1.08,4.5,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27645723,,,,,,,,,,5461,1.01,0.95,4.41,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27646405,,1.82,,,,,,,,5556,0.93,0.95,4.49,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27646405,0.0444,1.9,,,,0,486.72,1198,,5825,0.96,1.08,4.5,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27646405,0.0444,1.9,,,,0,486.72,1198,,5825,0.96,1.08,4.5,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27645,0.044,1.8,,,,0,,1090,,5574,0.86,1.03,4.58,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27645328,,,,,,,,,,5461,1.01,0.95,4.41,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,,,1.779,,,,,521.1,,,5814,1,,,1493.43
Kepler-1292 b,Kepler-1292,1,1,2016,3.27645723,0.0443,1.71,,,,0,482.56,1195,,5812,0.96,1.08,4.5,1493.43
Kepler-1293 b,Kepler-1293,1,1,2016,5.57661,0.066,0.95,,,,0,,1222,,6540,1.19,1.22,4.38,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654782,,,,,,,,,,6259.72,1.7,1.22,4.06,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654784,0.065,0.9,,,,0,513.18,1214,,6528,1.16,1.18,4.38,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,,,1.294,,,,,929.12,,,6219,1.73,,,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654784,0.065,0.9,,,,0,513.18,1214,,6528,1.16,1.18,4.38,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654784,0.065,0.9,,,,0,513.18,1214,,6528,1.16,1.18,4.38,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654782,0.0659,0.92,,,,0,462.81,1183,,6187,1.24,1.23,4.34,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57654784,,0.97,,,,,,,,6241,1.28,1.18,4.29,1028.16
Kepler-1293 b,Kepler-1293,1,1,2016,5.57648799,,,,,,,,,,6259.72,1.7,1.22,4.06,1028.16
Kepler-1294 b,Kepler-1294,1,1,2016,115.6863392,,,,,,,,,,5753,1.64,1.03,4.02,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6862258,0.4671,3.02,,,,0,4.69,375,,6032,0.93,1.01,4.51,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6863392,0.4684,3.52,,,,0,6.09,401,,5800,1.15,1.02,4.33,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6879,0.472,2.8,,,,0,,342,,5779,0.85,1.05,4.6,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,,,5.007,,,,,12.36,,,5798,1.64,,,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6862258,,3.19,,,,,,,,5776,0.97,0.99,4.46,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6861784,,,,,,,,,,5753,1.64,1.03,4.02,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6862258,0.4671,3.02,,,,0,4.69,375,,6032,0.93,1.01,4.51,1855.7
Kepler-1294 b,Kepler-1294,1,1,2016,115.6862258,0.4671,3.02,,,,0,4.69,375,,6032,0.93,1.01,4.51,1855.7
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371974,0.0465,1.5,,,,0,276.65,1040,,5561,0.84,0.92,4.56,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371423,0.0464,1.37,,,,0,264.63,1029,,5547,0.82,0.92,4.57,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,,,1.406,,,,,279.94,,,5556,0.84,,,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.813668,0.046,1.62,,,,0,,1015,,5529,0.8,0.9,4.59,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81372916,,,,,,,,,,5224,0.88,0.89,4.5,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371423,,,,,,,,,,5224,0.88,0.89,4.5,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371974,0.0465,1.5,,,,0,276.65,1040,,5561,0.84,0.92,4.56,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371974,0.0465,1.5,,,,0,276.65,1040,,5561,0.84,0.92,4.56,1174.46
Kepler-1295 b,Kepler-1295,1,1,2016,3.81371974,,1.55,,,,,,,,5486,0.89,0.92,4.51,1174.46
Kepler-1296 b,Kepler-1296,1,1,2016,8.3839865,,0.91,,,,,,,,5359,0.83,0.87,4.55,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.3839865,0.0758,1.04,,,,0,136.02,871,,5494,0.98,0.82,4.37,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.3839865,0.0758,1.04,,,,0,136.02,871,,5494,0.98,0.82,4.37,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.3839865,0.0758,1.04,,,,0,136.02,871,,5494,0.98,0.82,4.37,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.38395796,,,,,,,,,,5338.3,2.05,0.92,3.78,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,,,2.544,,,,,399.01,,,5404,2.05,,,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.38469,0.076,1.05,,,,0,,852,,5469,0.95,0.83,4.4,1551.54
Kepler-1296 b,Kepler-1296,1,1,2016,8.38395796,0.0896,3.24,,,,0,645.64,1285,,5405,2.6,1.36,3.74,1551.54
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189002,0.0275,0.98,,,,0,1890.2,1682,,6214,1.03,0.97,4.4,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68191193,,,,,,,,,,5817,1.39,1.05,4.17,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,,,1.349,,,,,2760.59,,,5825,1.46,,,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189002,0.0275,0.98,,,,0,1890.2,1682,,6214,1.03,0.97,4.4,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189002,0.0275,0.98,,,,0,1890.2,1682,,6214,1.03,0.97,4.4,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.681873,0.029,1.19,,,,0,,1691,,6242,1.09,1.1,4.4,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189051,,,,,,,,,,5817,1.39,1.05,4.17,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189002,,0.97,,,,,,,,5818,0.99,0.99,4.45,1439.47
Kepler-1297 b,Kepler-1297,1,1,2016,1.68189051,0.0283,1.27,,,,0,2432.14,1790,,5827,1.37,1.07,4.19,1439.47
Kepler-1298 b,Kepler-1298,1,1,2016,7.12811928,,1.31,,,,,,,,6339,2,1.45,4,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12826,0.078,1.14,,,,0,,1235,,6461,1.46,1.23,4.2,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12811928,0.0781,1.04,,,,0,597.75,1261,,6461,1.53,1.25,4.17,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12806885,,,,,,,,,,6058.57,2.39,1.13,3.74,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12805014,,,,,,,,,,6058.57,2.39,1.13,3.74,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,,,1.517,,,,,1003.03,,,6238,2.23,,,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12815163,0.082,1.36,,,,0,839.5,1373,,6311,1.99,1.44,4,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12811928,0.0781,1.04,,,,0,597.75,1261,,6461,1.53,1.25,4.17,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12815163,,,,,,,,,,6058.57,2.39,1.13,3.74,544.163
Kepler-1298 b,Kepler-1298,1,1,2016,7.12811928,0.0781,1.04,,,,0,597.75,1261,,6461,1.53,1.25,4.17,544.163
Kepler-1299 b,Kepler-1299,1,1,2016,19.93976793,,,,,,,,,,5427,1,0.95,4.41,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9400874,0.1351,2.47,,,,0,27.67,585,,5609,0.76,0.83,4.6,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,,,3.061,,,,,45.15,,,5619,0.96,,,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9400874,0.1351,2.47,,,,0,27.67,585,,5609,0.76,0.83,4.6,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9401211,,,,,,,,,,5427,1,0.95,4.41,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.94014237,,,,,,,,,,5427,1,0.95,4.41,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9401211,0.1357,2.42,,,,0,28.29,588,,5623,0.76,0.85,4.6,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9400874,0.1351,2.47,,,,0,27.67,585,,5609,0.76,0.83,4.6,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9400874,,2.98,,,,,,,,5609,0.91,0.94,4.5,1404.94
Kepler-1299 b,Kepler-1299,1,1,2016,19.9399,0.141,2.45,,,,0,,606,,5658,0.83,0.94,4.57,1404.94
Kepler-1300 b,Kepler-1300,1,1,2016,22.24225587,,,,,,,,,,6097.98,1.86,1.15,3.96,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.24207899,,,,,,,,,,6097.98,1.86,1.15,3.96,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2419092,0.1577,1.06,,,,0,95.75,798,,6263,1.31,1.05,4.22,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2419092,,1.37,,,,,,,,6130,1.79,1.29,4.04,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2419092,0.1577,1.06,,,,0,95.75,798,,6263,1.31,1.05,4.22,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.24138,0.163,1.37,,,,0,,806,,6266,1.39,1.16,4.22,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,,,1.751,,,,,149.41,,,6021,1.86,,,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2420032,,,,,,,,,,6097.98,1.86,1.15,3.96,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2420032,0.1655,2.04,,,,0,195.54,954,,5979,2.16,1.22,3.85,777.025
Kepler-1300 b,Kepler-1300,1,1,2016,22.2419092,0.1577,1.06,,,,0,95.75,798,,6263,1.31,1.05,4.22,777.025
Kepler-1301 b,Kepler-1301,1,1,2016,9.08233411,0.0815,1.35,,,,0,68.75,734,,5354,0.79,0.88,4.59,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237838,,,,,,,,,,5112,0.86,0.86,4.51,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.082386,0.08,1.38,,,,0,,727,,5331,0.76,0.84,4.6,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08233411,,,,,,,,,,5112,0.86,0.86,4.51,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,,,1.411,,,,,76.14,,,5359,0.83,,,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237046,,1.4,,,,,,,,5188,0.81,0.85,4.56,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237046,0.0815,1.41,,,,0,68.75,734,,5354,0.79,0.88,4.59,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237046,0.0815,1.41,,,,0,68.75,734,,5354,0.79,0.88,4.59,854.28
Kepler-1301 b,Kepler-1301,1,1,2016,9.08237046,0.0815,1.41,,,,0,68.75,734,,5354,0.79,0.88,4.59,854.28
Kepler-1302 b,Kepler-1302,1,1,2016,8.83922659,,1.43,,,,,,,,5236,0.82,0.86,4.55,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83929462,0.0795,1.94,,,,0,86.5,778,,5330,0.87,0.85,4.49,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83929462,,,,,,,,,,5071,0.76,0.85,4.61,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83922659,0.0795,1.48,,,,0,86.5,778,,5330,0.87,0.85,4.49,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83922659,0.0795,1.48,,,,0,86.5,778,,5330,0.87,0.85,4.49,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,,,1.585,,,,,58.34,,,5335,0.71,,,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83922659,0.0795,1.48,,,,0,86.5,778,,5330,0.87,0.85,4.49,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83915,0.077,1.4,,,,0,,766,,5278,0.83,0.79,4.49,634.58
Kepler-1302 b,Kepler-1302,1,1,2016,8.83911087,,,,,,,,,,5071,0.76,0.85,4.61,634.58
Kepler-1303 b,Kepler-1303,1,1,2016,,,1.334,,,,,182.38,,,5844,0.99,,,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.561207,0.075,1.16,,,,0,,878,,5823,0.88,0.98,4.55,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56126152,0.0751,1.2,,,,0,149.17,891,,5853,0.9,0.99,4.53,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56127224,0.0751,1.25,,,,0,149.17,891,,5853,0.9,0.99,4.53,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56127224,0.0751,1.25,,,,0,149.17,891,,5853,0.9,0.99,4.53,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56127224,0.0751,1.25,,,,0,149.17,891,,5853,0.9,0.99,4.53,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56126152,,,,,,,,,,5679,1.03,1.01,4.42,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56129533,,,,,,,,,,5679,1.03,1.01,4.42,897.783
Kepler-1303 b,Kepler-1303,1,1,2016,7.56127224,,1.42,,,,,,,,5771,1,1.01,4.44,897.783
Kepler-1304 b,Kepler-1304,1,1,2016,,,6.983,,,,,345.81,,,5374,2.58,,,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1288853,0.1138,2.31,,,,0,36.62,627,,5295,0.82,0.76,4.49,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1289679,0.1202,2.94,,,,0,61.87,715,,5392,1.09,0.89,4.31,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1288853,0.1138,2.31,,,,0,36.62,627,,5295,0.82,0.76,4.49,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.12822,0.116,1.9,,,,0,,632,,5298,0.85,0.79,4.48,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.12874289,,,,,,,,,,5154,2.66,,,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1288853,,2.29,,,,,,,,5259,0.81,0.85,4.56,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1288853,0.1138,2.31,,,,0,36.62,627,,5295,0.82,0.76,4.49,2176.08
Kepler-1304 b,Kepler-1304,1,1,2016,16.1289679,,,,,,,,,,5154,2.66,,,2176.08
Kepler-1305 b,Kepler-1305,1,1,2016,13.5630972,0.1109,1.75,,,,0,68.41,733,,5853,0.9,0.99,4.53,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.5631157,,,,,,,,,,5602,1.17,0.99,4.3,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.56315,0.111,1.76,,,,0,,725,,5835,0.88,0.99,4.54,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.56319233,,,,,,,,,,5602,1.17,0.99,4.3,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.5631157,0.1109,1.75,,,,0,68.41,733,,5853,0.9,0.99,4.53,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,,,2.152,,,,,103.51,,,5854,1.1,,,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.5630972,0.1109,1.75,,,,0,68.41,733,,5853,0.9,0.99,4.53,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.5630972,0.1109,1.75,,,,0,68.41,733,,5853,0.9,0.99,4.53,1575.23
Kepler-1305 b,Kepler-1305,1,1,2016,13.5630972,,1.88,,,,,,,,5701,0.96,0.97,4.47,1575.23
Kepler-1306 b,Kepler-1306,1,1,2016,16.29582626,,,,,,,,,,5503.42,1.02,0.97,4.41,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.2959916,,,,,,,,,,5503.42,1.02,0.97,4.41,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.29595382,0.1245,1.76,,,,0,49.43,676,,5796,0.87,0.97,4.54,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.29595382,0.1245,1.76,,,,0,49.43,676,,5796,0.87,0.97,4.54,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,,,1.867,,,,,52.15,,,5493,0.98,,,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.29595382,,1.91,,,,,,,,5727,0.97,0.98,4.45,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.29595382,0.1245,1.76,,,,0,49.43,676,,5796,0.87,0.97,4.54,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.29571,0.125,1.8,,,,0,,671,,5788,0.86,0.97,4.55,1107.5
Kepler-1306 b,Kepler-1306,1,1,2016,16.2959916,0.123,1.83,,,,0,49.81,678,,5495,0.96,0.93,4.44,1107.5
Kepler-1307 b,Kepler-1307,1,1,2016,18.01621096,,2.47,,,,,,,,5884,1.08,1.06,4.39,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.01621096,0.1369,2.47,,,,0,82.38,768,,6245,1.06,1.05,4.41,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.01621096,0.1369,2.47,,,,0,82.38,768,,6245,1.06,1.05,4.41,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.01623092,,,,,,,,,,5603.11,0.84,0.99,4.59,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.0161227,,,,,,,,,,5603.11,0.84,0.99,4.59,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.0166,0.139,3,,,,0,,767,,6242,1.08,1.1,4.41,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.0161227,0.1369,2.39,,,,0,82.38,768,,6245,1.06,1.05,4.41,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,,,1.684,,,,,41.19,,,6248,0.75,,,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.01621096,0.1369,2.47,,,,0,82.38,768,,6245,1.06,1.05,4.41,1014.62
Kepler-1307 b,Kepler-1307,1,1,2016,18.01630092,,,,,,,,,,5603.11,0.84,0.99,4.59,1014.62
Kepler-1308 b,Kepler-1308,1,1,2016,,,0.886,,,,,58.11,,,3628,0.48,,,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433812,0.0227,0.52,,,,0,27.95,586,,3410,0.34,0.35,4.91,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433812,,0.52,,,,,,,,3468,0.34,0.35,4.92,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433812,0.0227,0.52,,,,0,27.95,586,,3410,0.34,0.35,4.91,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10434132,,,,,,,,,,3505,0.48,0.48,4.75,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433812,0.0227,0.52,,,,0,27.95,586,,3410,0.34,0.35,4.91,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433534,,,,,,,,,,3505,0.48,0.48,4.75,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.104316,0.025,0.96,,,,0,,716,,3696,0.48,0.49,4.76,112.705
Kepler-1308 b,Kepler-1308,1,1,2016,2.10433534,0.025,0.79,,,,0,45.34,662,,3605,0.43,0.47,4.84,112.705
Kepler-1309 b,Kepler-1309,1,1,2016,28.8432647,0.1679,2.27,,,,0,13.77,491,,5151,0.79,0.76,4.53,
Kepler-1309 b,Kepler-1309,1,1,2016,28.8432647,,2.37,,,,,,,,5235,0.8,0.85,4.56,
Kepler-1309 b,Kepler-1309,1,1,2016,28.8432647,0.1679,2.27,,,,0,13.77,491,,5151,0.79,0.76,4.53,
Kepler-1309 b,Kepler-1309,1,1,2016,28.8432647,0.1679,2.27,,,,0,13.77,491,,5151,0.79,0.76,4.53,
Kepler-1309 b,Kepler-1309,1,1,2016,28.84179,0.168,2.1,,,,0,,487,,5142,0.77,0.76,4.54,
Kepler-1309 b,Kepler-1309,1,1,2016,28.8431751,,,,,,,,,,,,,,
Kepler-1309 b,Kepler-1309,1,1,2016,28.84355006,,,,,,,,,,,,,,
Kepler-1309 b,Kepler-1309,1,1,2016,28.8431751,0.1679,2.66,,,,0,13.77,491,,5151,0.79,0.76,4.53,
Kepler-1309 b,Kepler-1309,1,1,2016,28.84304972,,,,,,,,,,,,,,
Kepler-1310 b,Kepler-1310,1,1,2016,0.67933627,0.0144,1.25,,,,0,2561.85,1814,,5596,0.78,0.85,4.59,569.185
Kepler-1310 b,Kepler-1310,1,1,2016,0.67933627,0.0144,1.25,,,,0,2561.85,1814,,5596,0.78,0.85,4.59,569.185
