pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_dist
Kepler-879 b,Kepler-879,1,1,2016,33.3855938,0.2012,2.54,,,,0,26.73,580,,5833,1.02,0.97,4.41,802.672
Kepler-879 b,Kepler-879,1,1,2016,33.38567656,,,,,,,,,,5644,1.09,1,4.37,802.672
Kepler-879 b,Kepler-879,1,1,2016,33.38541,0.199,2.32,,,,0,,572,,5803,0.99,0.94,4.41,802.672
Kepler-880 b,Kepler-880,1,1,2016,7.71468975,0.0854,2.15,,,,0,588.3,1256,,6915,1.45,1.39,4.26,601.324
Kepler-880 b,Kepler-880,1,1,2016,,,2.772,,,,,586.17,,,6907,1.55,,,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71468975,0.0854,2.15,,,,0,588.3,1256,,6915,1.45,1.39,4.26,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71468919,,,,,,,,,,6819,1.54,1.47,4.23,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71468975,0.0854,2.15,,,,0,588.3,1256,,6915,1.45,1.39,4.26,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.714663,0.084,2.23,,,,0,,1271,,6905,1.46,1.35,4.24,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71468975,,2.66,,,,,,,,6761,1.74,1.46,4.12,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71467686,0.0915,4.65,,,,0,1636.72,1622,,6900,2.6,1.71,3.84,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71467686,,,,,,,,,,6819,1.54,1.47,4.23,601.324
Kepler-880 b,Kepler-880,1,1,2016,7.71479516,,,,,,,,,,6819,1.54,1.47,4.23,601.324
Kepler-881 b,Kepler-881,1,1,2016,4.4444826,,,,,,,,,,5914.17,1.09,1.08,4.39,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.44448017,0.0546,1.65,,,,0,476.42,1191,,6210,1.03,1.09,4.45,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.44448017,0.0546,1.65,,,,0,476.42,1191,,6210,1.03,1.09,4.45,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.4444826,0.0552,1.71,,,,0,518.45,1217,,6240,1.08,1.14,4.43,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.44446,0.055,1.42,,,,0,,1181,,6222,1.02,1.11,4.47,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.44448017,,1.78,,,,,,,,5961,1.09,1.06,4.39,1375.18
Kepler-881 b,Kepler-881,1,1,2016,,,1.732,,,,,538.57,,,6254,1.09,,,1375.18
Kepler-881 b,Kepler-881,1,1,2016,4.44448017,0.0546,1.65,,,,0,476.42,1191,,6210,1.03,1.09,4.45,1375.18
Kepler-882 b,Kepler-882,1,1,2016,,,1.158,,,,,259.03,,,5320,0.85,,,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98953967,0.0451,0.96,,,,0,155.46,901,,5208,0.69,0.77,4.64,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98953967,0.0451,0.96,,,,0,155.46,901,,5208,0.69,0.77,4.64,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98953967,,1.23,,,,,,,,5476,0.87,0.9,4.52,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98954419,,,,,,,,,,5325,0.86,0.92,4.53,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98955,0.046,0.95,,,,0,,927,,5267,0.73,0.84,4.63,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98954419,0.0449,0.93,,,,0,157.1,903,,5229,0.69,0.77,4.64,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98953967,0.0451,0.96,,,,0,155.46,901,,5208,0.69,0.77,4.64,504.605
Kepler-882 b,Kepler-882,1,1,2016,3.98954361,,,,,,,,,,5325,0.86,0.92,4.53,504.605
Kepler-883 b,Kepler-883,1,1,2016,12.98495573,0.102,1.53,,,,0,114.39,834,,6212,0.94,0.84,4.41,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98498151,,,,,,,,,,6043.68,1.28,1.12,4.27,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98488216,,,,,,,,,,6043.68,1.28,1.12,4.27,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98495573,0.102,1.53,,,,0,114.39,834,,6212,0.94,0.84,4.41,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98495573,,1.78,,,,,,,,6116,1.09,1.06,4.4,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98497,0.112,1.89,,,,0,,861,,6267,1.09,1.11,4.41,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98494603,,,,,,,,,,6043.68,1.28,1.12,4.27,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98495573,0.102,1.53,,,,0,114.39,834,,6212,0.94,0.84,4.41,627.455
Kepler-883 b,Kepler-883,1,1,2016,12.98494603,0.1055,1.64,,,,0,105.74,818,,5948,1.02,0.93,4.38,627.455
Kepler-883 b,Kepler-883,1,1,2016,,,2.032,,,,,163.05,,,5954,1.27,,,627.455
Kepler-884 b,Kepler-884,1,1,2016,5.69919514,0.0625,1.32,,,,0,332.54,1089,,6070,1.03,1,4.41,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69922384,,,,,,,,,,5821.17,0.96,,,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69917281,,,,,,,,,,5821.17,0.96,,,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69919514,0.0625,1.32,,,,0,332.54,1089,,6070,1.03,1,4.41,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69919592,0.0622,1.16,,,,0,204.18,964,,5646,0.93,0.99,4.49,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69919592,,,,,,,,,,5821.17,0.96,,,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.699215,0.063,1.46,,,,0,,1098,,6069,1.06,1.04,4.4,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69919514,0.0625,1.32,,,,0,332.54,1089,,6070,1.03,1,4.41,476.733
Kepler-884 b,Kepler-884,1,1,2016,5.69919514,,1.23,,,,,,,,5715,0.94,1,4.49,476.733
Kepler-885 b,Kepler-885,1,1,2016,18.11472949,,2.5,,,,,,,,6187,1.35,1.21,4.26,651.318
Kepler-885 b,Kepler-885,1,1,2016,,,2.601,,,,,124.65,,,6133,1.42,,,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11472949,0.1441,2.41,,,,0,131.8,864,,6453,1.33,1.22,4.28,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11475135,,,,,,,,,,6124.01,1.44,1.16,4.19,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11473813,,,,,,,,,,6124.01,1.44,1.16,4.19,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11472949,0.1441,2.41,,,,0,131.8,864,,6453,1.33,1.22,4.28,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11470018,,,,,,,,,,6124.01,1.44,1.16,4.19,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11473813,0.1432,2.49,,,,0,112.43,830,,6109,1.36,1.19,4.25,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.11472949,0.1441,2.41,,,,0,131.8,864,,6453,1.33,1.22,4.28,651.318
Kepler-885 b,Kepler-885,1,1,2016,18.1145,0.143,2.15,,,,0,,853,,6450,1.29,1.18,4.29,651.318
Kepler-886 b,Kepler-886,1,1,2016,6.24146367,0.0671,1.36,,,,0,344.06,1098,,6334,1.04,1.03,4.42,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24146367,0.0671,1.36,,,,0,344.06,1098,,6334,1.04,1.03,4.42,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24141958,,,,,,,,,,5815.18,1.03,1.05,4.43,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.2414813,,,,,,,,,,5815.18,1.03,1.05,4.43,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24146367,,1.52,,,,,,,,6098,1.16,1.1,4.35,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24146367,0.0671,1.36,,,,0,344.06,1098,,6334,1.04,1.03,4.42,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24145791,0.067,1.6,,,,0,360.09,1111,,5810,1.26,1.03,4.25,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.241515,0.07,1.66,,,,0,,1111,,6352,1.1,1.15,4.42,711.297
Kepler-886 b,Kepler-886,1,1,2016,,,1.258,,,,,231.43,,,5857,0.99,,,711.297
Kepler-886 b,Kepler-886,1,1,2016,6.24145791,,,,,,,,,,5815.18,1.03,1.05,4.43,711.297
Kepler-888 b,Kepler-888,1,1,2016,70.6981724,0.328,1.63,,,,0,7.11,417,,5811,0.87,0.94,4.54,420.817
Kepler-888 b,Kepler-888,1,1,2016,,,1.751,,,,,7.85,,,5739,0.93,,,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6979061,0.3341,2.26,,,,0,15.33,505,,6174,1.15,0.99,4.32,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6979061,0.3341,2.26,,,,0,15.33,505,,6174,1.15,0.99,4.32,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.69870888,,,,,,,,,,5820.63,0.94,1.05,4.52,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6979061,0.3341,2.26,,,,0,15.33,505,,6174,1.15,0.99,4.32,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.69771113,,,,,,,,,,5820.63,0.94,1.05,4.52,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6985,0.344,2.22,,,,0,,505,,6190,1.18,1.08,4.33,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6979061,,1.76,,,,,,,,5875,0.9,0.97,4.52,420.817
Kepler-888 b,Kepler-888,1,1,2016,70.6981724,,,,,,,,,,5820.63,0.94,1.05,4.52,420.817
Kepler-889 b,Kepler-889,1,1,2016,3.74443645,0.0492,1.1,,,,0,736.89,1328,,5876,1.29,1.13,4.27,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.744351,0.049,1.28,,,,0,,1250,,5862,1.15,1.13,4.38,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.744439,0.0486,1.06,,,,0,665.48,1295,,5849,1.23,1.09,4.3,598.313
Kepler-889 b,Kepler-889,1,1,2016,,,1.247,,,,,954.59,,,5885,1.47,,,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.744439,0.0486,1.06,,,,0,665.48,1295,,5849,1.23,1.09,4.3,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.74443645,,,,,,,,,,5963,1.46,1.09,4.15,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.744439,,1.09,,,,,,,,5961,1.25,1.14,4.3,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.74444639,,,,,,,,,,5963,1.46,1.09,4.15,598.313
Kepler-889 b,Kepler-889,1,1,2016,3.744439,0.0486,1.06,,,,0,665.48,1295,,5849,1.23,1.09,4.3,598.313
Kepler-890 b,Kepler-890,1,1,2016,52.75875577,0.2948,9.04,,,,0,20.85,545,,6244,1.15,1.23,4.4,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75875577,,8.89,,,,,,,,5954,1.13,1.09,4.37,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75878505,,,,,,,,,,5773,1.46,1.03,4.12,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75878505,0.2944,8.76,,,,0,20.08,540,,6228,1.14,1.22,4.41,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75875577,0.2948,9.04,,,,0,20.85,545,,6244,1.15,1.23,4.4,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75874521,,,,,,,,,,5773,1.46,1.03,4.12,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75877515,,,,,,,,,,5773,1.46,1.03,4.12,1712.12
Kepler-890 b,Kepler-890,1,1,2016,,,10.703,,,,,30.23,,,6235,1.39,,,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75875577,0.2948,9.04,,,,0,20.85,545,,6244,1.15,1.23,4.4,1712.12
Kepler-890 b,Kepler-890,1,1,2016,52.75886,0.282,7.4,,,,0,,503,,6119,0.98,1.08,4.49,1712.12
Kepler-891 b,Kepler-891,1,1,2016,53.44945593,0.2881,6.04,,,,0,13.23,486,,5919,1,1.11,4.49,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44965,0.276,5.1,,,,0,,453,,5796,0.87,0.98,4.55,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44945593,,6.41,,,,,,,,5887,1.07,1.06,4.41,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44945593,0.2881,6.04,,,,0,13.23,486,,5919,1,1.11,4.49,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44944498,0.2881,5.82,,,,0,13.23,486,,5919,1,1.11,4.49,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44945593,0.2881,6.04,,,,0,13.23,486,,5919,1,1.11,4.49,2340.58
Kepler-891 b,Kepler-891,1,1,2016,,,10.533,,,,,44.33,,,5950,1.81,,,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44946619,,,,,,,,,,5758,1.98,1.03,3.86,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44950392,,,,,,,,,,5758,1.98,1.03,3.86,2340.58
Kepler-891 b,Kepler-891,1,1,2016,53.44944498,,,,,,,,,,5758,1.98,1.03,3.86,2340.58
Kepler-892 b,Kepler-892,1,1,2016,13.7521072,0.1014,2.74,,,,0,22.65,556,,4797,0.7,0.73,4.61,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.75215959,,,,,,,,,,4641,0.66,0.74,4.66,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.75206392,,,,,,,,,,4641,0.66,0.74,4.66,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.7521072,0.1014,2.74,,,,0,22.65,556,,4797,0.7,0.73,4.61,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.7521072,,2.81,,,,,,,,4747,0.72,0.75,4.61,570.727
Kepler-892 b,Kepler-892,1,1,2016,,,2.521,,,,,18.2,,,4799,0.63,,,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.75207851,0.1015,2.81,,,,0,22.57,556,,4802,0.7,0.74,4.62,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.7521072,0.1014,2.74,,,,0,22.65,556,,4797,0.7,0.73,4.61,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.7521,0.099,2.88,,,,0,,546,,4777,0.67,0.69,4.63,570.727
Kepler-892 b,Kepler-892,1,1,2016,13.75207851,,,,,,,,,,4641,0.66,0.74,4.66,570.727
Kepler-893 b,Kepler-893,1,1,2016,,,3.259,,,,,266.27,,,6123,1.01,,,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855761,,3.03,,,,,,,,5820,0.99,1,4.45,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33856209,,,,,,,,,,5665,1.11,1.01,4.35,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855761,0.0699,3.19,,,,0,270.47,1034,,6108,1.03,1.13,4.47,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855761,0.0699,3.19,,,,0,270.47,1034,,6108,1.03,1.13,4.47,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.338518,0.069,2.85,,,,0,,944,,5863,0.92,1.07,4.54,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855354,,,,,,,,,,5665,1.11,1.01,4.35,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855946,0.0699,3.31,,,,0,270.47,1034,,6108,1.03,1.13,4.47,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855946,,,,,,,,,,5665,1.11,1.01,4.35,1285.59
Kepler-893 b,Kepler-893,1,1,2016,6.33855761,0.0699,3.19,,,,0,270.47,1034,,6108,1.03,1.13,4.47,1285.59
Kepler-894 b,Kepler-894,1,1,2016,9.80321143,,,,,,,,,,5774.14,0.87,1.03,4.57,1162.91
Kepler-894 b,Kepler-894,1,1,2016,,,2.646,,,,,119.88,,,6176,0.88,,,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.803224,0.0916,3.23,,,,0,152.12,896,,6170,0.99,1.06,4.47,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.80321143,0.0916,2.99,,,,0,152.12,896,,6170,0.99,1.06,4.47,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.803224,0.0916,3.23,,,,0,152.12,896,,6170,0.99,1.06,4.47,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.803224,0.0916,3.23,,,,0,152.12,896,,6170,0.99,1.06,4.47,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.80322678,,,,,,,,,,5774.14,0.87,1.03,4.57,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.80325234,,,,,,,,,,5774.14,0.87,1.03,4.57,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.80314,0.092,2.46,,,,0,,801,,5920,0.87,1.06,4.59,1162.91
Kepler-894 b,Kepler-894,1,1,2016,9.803224,,2.78,,,,,,,,5603,0.85,0.87,4.53,1162.91
Kepler-895 b,Kepler-895,1,1,2016,2.80623084,,,,,,,,,,4195,0.71,0.66,4.56,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624233,0.0319,1.34,,,,0,59.53,708,,3940,0.53,0.55,4.73,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624233,,1.54,,,,,,,,4315,0.61,0.65,4.67,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624233,0.0319,1.34,,,,0,59.53,708,,3940,0.53,0.55,4.73,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624349,0.0328,1.41,,,,0,83.53,771,,4153,0.58,0.59,4.68,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624349,,,,,,,,,,4195,0.71,0.66,4.56,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.80624233,0.0319,1.34,,,,0,59.53,708,,3940,0.53,0.55,4.73,540.134
Kepler-895 b,Kepler-895,1,1,2016,2.806242,0.033,1.46,,,,0,,789,,4320,0.57,0.6,4.71,540.134
Kepler-895 b,Kepler-895,1,1,2016,,,1.584,,,,,106.58,,,4154,0.66,,,540.134
Kepler-896 b,Kepler-896,1,1,2016,144.5669936,,,,,,,,,,5328,2.04,0.92,3.78,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.551628,,,,,,,,,,5328,2.04,0.92,3.78,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.5546446,,,,,,,,,,5328,2.04,0.92,3.78,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.547396,,2.53,,,,,,,,5262,0.81,0.84,4.56,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.547396,0.5162,2.6,,,,0,2.03,304,,5514,0.81,0.88,4.57,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.5431,0.519,2.9,,,,0,,303,,5506,0.81,0.89,4.57,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.547396,0.5162,2.6,,,,0,2.03,304,,5514,0.81,0.88,4.57,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.551628,0.5164,3.06,,,,0,1.99,303,,5510,0.8,0.88,4.57,2334.93
Kepler-896 b,Kepler-896,1,1,2016,,,7.893,,,,,12.65,,,5437,2.07,,,2334.93
Kepler-896 b,Kepler-896,1,1,2016,144.547396,0.5162,2.6,,,,0,2.03,304,,5514,0.81,0.88,4.57,2334.93
Kepler-897 b,Kepler-897,1,1,2016,8.0472642,,2.39,,,,,,,,5839,1.04,1.03,4.41,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.0472642,0.077,1.95,,,,0,125.53,854,,5835,0.85,0.94,4.55,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.04727721,,,,,,,,,,5633,1.46,1,4.11,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.0472642,0.077,1.95,,,,0,125.53,854,,5835,0.85,0.94,4.55,1519.25
Kepler-897 b,Kepler-897,1,1,2016,,,3.891,,,,,354.22,,,5837,1.42,,,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.04730283,,,,,,,,,,5633,1.46,1,4.11,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.04727721,0.077,2.33,,,,0,126.56,855,,5840,0.85,0.94,4.55,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.04732,0.078,2.17,,,,0,,867,,5841,0.88,0.99,4.54,1519.25
Kepler-897 b,Kepler-897,1,1,2016,8.0472642,0.077,1.95,,,,0,125.53,854,,5835,0.85,0.94,4.55,1519.25
Kepler-898 b,Kepler-898,1,1,2016,5.8706367,,,,,,,,,,4013.57,0.76,0.63,4.48,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.8706191,0.0534,1.38,,,,0,31.34,603,,4187,0.57,0.59,4.7,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.87063416,,,,,,,,,,4013.57,0.76,0.63,4.48,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.870719,0.053,1.37,,,,0,,613,,4280,0.56,0.59,4.71,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.8706191,0.0534,1.38,,,,0,31.34,603,,4187,0.57,0.59,4.7,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.87063416,0.0545,1.44,,,,0,33.99,616,,4166,0.61,0.62,4.66,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.8706191,,1.49,,,,,,,,4223,0.62,0.65,4.66,484.891
Kepler-898 b,Kepler-898,1,1,2016,5.8706191,0.0534,1.38,,,,0,31.34,603,,4187,0.57,0.59,4.7,484.891
Kepler-898 b,Kepler-898,1,1,2016,,,1.498,,,,,37.11,,,4168,0.64,,,484.891
Kepler-899 b,Kepler-899,1,1,2016,19.17893976,,,,,,,,,,5652,1.1,1,4.35,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17893976,0.1392,2.4,,,,0,39.65,640,,5767,0.88,0.98,4.54,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17896177,,,,,,,,,,5652,1.1,1,4.35,1246.43
Kepler-899 b,Kepler-899,1,1,2016,,,2.984,,,,,62.2,,,5783,1.1,,,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17903,0.139,2.4,,,,0,,630,,5751,0.86,0.96,4.56,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17891293,0.1392,2.57,,,,0,39.65,640,,5767,0.88,0.98,4.54,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.1789859,,,,,,,,,,5652,1.1,1,4.35,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17891293,,2.68,,,,,,,,5595,0.91,0.93,4.49,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17891293,0.1392,2.57,,,,0,39.65,640,,5767,0.88,0.98,4.54,1246.43
Kepler-899 b,Kepler-899,1,1,2016,19.17891293,0.1392,2.57,,,,0,39.65,640,,5767,0.88,0.98,4.54,1246.43
Kepler-900 b,Kepler-900,1,1,2016,6.9913086,0.0679,2.19,,,,0,63.41,720,,4848,0.77,0.85,4.6,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.991307,0.064,1.55,,,,0,,654,,4735,0.63,0.71,4.69,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.99130452,,,,,,,,,,4660,0.76,0.74,4.54,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.99130452,0.0679,1.95,,,,0,62.05,716,,4847,0.76,0.86,4.61,487.525
Kepler-900 b,Kepler-900,1,1,2016,,,1.816,,,,,54.11,,,4850,0.71,,,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.9913086,0.0679,2.19,,,,0,63.41,720,,4848,0.77,0.85,4.6,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.99131301,,,,,,,,,,4660,0.76,0.74,4.54,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.9913086,0.0679,2.19,,,,0,63.41,720,,4848,0.77,0.85,4.6,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.9913086,,2.08,,,,,,,,4836,0.73,0.78,4.6,487.525
Kepler-900 b,Kepler-900,1,1,2016,6.99128645,,,,,,,,,,4660,0.76,0.74,4.54,487.525
Kepler-901 b,Kepler-901,1,1,2016,3.51748824,,,,,,,,,,4110,0.64,0.64,4.64,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749079,,,,,,,,,,4110,0.64,0.64,4.64,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749439,0.0366,1.21,,,,0,40.87,645,,3916,0.51,0.53,4.75,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749473,,,,,,,,,,4110,0.64,0.64,4.64,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749439,,1.37,,,,,,,,4184,0.57,0.59,4.7,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.517482,0.038,1.24,,,,0,,714,,4246,0.55,0.58,4.72,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749473,0.0378,1.42,,,,0,58.08,704,,4132,0.56,0.58,4.7,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749439,0.0366,1.21,,,,0,40.87,645,,3916,0.51,0.53,4.75,253.867
Kepler-901 b,Kepler-901,1,1,2016,,,1.54,,,,,68.72,,,4131,0.61,,,253.867
Kepler-901 b,Kepler-901,1,1,2016,3.51749439,0.0366,1.21,,,,0,40.87,645,,3916,0.51,0.53,4.75,253.867
Kepler-902 b,Kepler-902,1,1,2016,40.10982208,,,,,,,,,,5588,1.21,0.99,4.27,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1097817,0.223,3.11,,,,0,22.65,556,,5509,1.17,0.92,4.26,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1099547,0.2281,2.49,,,,0,17.82,524,,5960,0.91,0.98,4.52,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1099547,,2.54,,,,,,,,5647,0.93,0.95,4.49,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1099547,0.2281,2.49,,,,0,17.82,524,,5960,0.91,0.98,4.52,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1099547,0.2281,2.49,,,,0,17.82,524,,5960,0.91,0.98,4.52,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.1097817,,,,,,,,,,5588,1.21,0.99,4.27,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.10999,0.231,3,,,,0,,527,,5966,0.93,1.02,4.51,1165.34
Kepler-902 b,Kepler-902,1,1,2016,,,3.252,,,,,24.88,,,5508,1.22,,,1165.34
Kepler-902 b,Kepler-902,1,1,2016,40.10973575,,,,,,,,,,5588,1.21,0.99,4.27,1165.34
Kepler-904 b,Kepler-904,1,1,2016,3.02168044,,,,,,,,,,5994,1.11,1.1,4.39,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02168007,,,,,,,,,,5994,1.11,1.1,4.39,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02168007,0.0417,1.31,,,,0,744.35,1332,,6201,0.99,1.06,4.47,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.02166863,,1.77,,,,,,,,6160,1.25,1.16,4.31,978.125
Kepler-904 b,Kepler-904,1,1,2016,3.021542,0.042,1.66,,,,0,,1354,,6218,1.02,1.11,4.46,978.125
